Team,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs,Att_Vs,Tkl_percent_Vs,Past_Vs,Press_Pressures,Succ_Pressures,_percent_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,Drib_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,Drib_GCA,Sh_GCA,Fld_GCA,Def_GCA,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xA,A_minus_xA,KP,Final_Third,PPA,CrsPA,Prog,xAG,A_minus_xAG,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Press_Pass,Sw_Pass,Crs_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Ground_Height,Low_Height,High_Height,Left_Body,Right_Body,Head_Body,TI_Body,Other_Body,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,TI_Pass,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ_percent_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec_percent_Receiving,Prog_Receiving,Mis_Dribbles,Dis_Dribbles,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,PK_Standard,PKatt_Standard,FK_Standard,xG_Expected,npxG_Expected,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Value
Getafe,1.7238888775311354,1.0499025999207463,0.8154035991028867,0.6684517844825376,0.24003349394571086,0.567224016229031,1.5165551964416366,32.018181818181816,0.9493311802126055,15.951130411220698,4.203034689768107,24.781818181818178,4.411622027182572,7.969578075583982,3.569930308454143,1.3399342867311643,0.20081696744007485,0.0030495036085792706,1.1391173192910893,1.4106978087002948,3.1345866862314296,1.5775359852669444,0.022019433334023238,1.6772294635071499,1.676363636363636,1.1183291223798357,0.17424461135296676,0.08977059710261806,0.07641642388112796,0.16438628694936658,0.05408242184123471,0.12510150243425783,0.12545454545454549,0.08859846140541806,0.015307632952218863,0.00614481275390025,0.0,0.006036014888836725,0.009014580433883921,0.33278080767820756,0.012252239881433436,0.0,1.9863402577654978,1.5384738322791627,0.23262644342877287,1.0336292834362395,1.0499025999207463,0.0,0.010722129138933702,0.0,7.475997644810922,1.9452737029961495,2.6079270006976176,40.43636363636363,24.3083836933767,35.032370960088684,69.15454545454544,514.3176429565988,202.44968991221623,9.598553054323434,11.72196166629086,83.08181818181818,9.219018585725935,11.845134092269006,77.81818181818181,4.852006850464315,9.623620166980103,53.354545454545445,0.05664734099233302,0.049789819547854025,0.006857521444479,0.7753671115207189,1.8839933837867593,0.455727712035938,0.16704055069075688,2.042133545443099,0.0,0.0,35.032370960088684,30.30356039835738,4.728810561731298,1.3112740711600437,0.034495355736866726,6.063091449444587,1.507380550731201,1.0336292834362395,0.3757228883750108,0.16967377962541333,0.15334491301954953,0.03090630849791739,18.614606098173244,4.850120208009352,11.567644653906088,7.588357301153699,20.865862386805755,2.2238559286595443,2.0716950066128925,0.4486645647221646,24.3083836933767,0.10786815212224564,0.7653636969607593,1.0405084345573838,1.2317045509298645,0.0,45.851450527975544,4.689794565316436,13.577914472189514,22.60047291503744,11.855770924974644,1.5937066657047403,41.23479103302999,0.573793828481385,1.2397597570284045,48.89090909090908,0.6417847079034841,0.06233309791003259,25.91707912806081,118.4001339980649,55.48461436818181,2.2267235943541106,0.736054343628837,0.16205056525582726,1.4385189714398,0.9662627571513851,33.770062342959235,26.080389640016378,81.93636363636364,2.7297507363339406,0.0,0.0,0.0823270964496141,1.09179803165782,0.3002501675275836,24.218181818181822,1.0927272727272728,0.2990909090909091,0.03818181818181818,0.12363636363636364,1.2750152431068846,0.005848333225030866,0.011696666450061732,0.07182422599103398,0.08006115694640616,0.07099624044760831,0.04727272727272727,0.0022659395032079256,0.005482522776974907,8.104545454545454e6
Juventus,1.3688873017925098,0.863324748550734,0.6997866177197257,0.4750898352268941,0.19401084884589,0.40983848578333076,1.011941596955952,40.30909090909091,0.6021031111726213,11.500266582591948,3.683935886051429,32.345454545454544,4.04722173943053,4.976895281049168,2.476149562112251,1.4643711130840245,0.41973628294409476,0.0037878787878787876,1.0446348301399297,1.1940718310981342,2.562959132890644,1.681886906442483,0.01871800898555893,2.129503148873796,2.1290909090909094,1.6012275336970347,0.15093826199749397,0.08512711807355808,0.11678087126108708,0.1279359157943614,0.0474934480502613,0.24526444930289662,0.24363636363636362,0.18840518713088403,0.011229493006348375,0.013423724860467862,0.02076546119962721,0.011440583105569148,0.0,0.18920654033179993,0.0030597674576732167,0.0030597674576732167,1.2150582772255414,1.3864999743998627,0.1570764087458459,1.040879002460202,0.863324748550734,0.011704970319365227,0.016725235233519105,0.004596527068437181,7.283210027130301,1.438575318736509,1.1576158643111638,45.845454545454544,42.09534529677624,49.9764690717919,83.30909090909091,874.4224436668869,281.54713953530796,14.585556974149165,16.395939021895334,89.58181818181818,19.774137680569925,21.870629785225038,89.69999999999999,7.189390511943432,10.356636879371424,68.15454545454546,0.0954020696368009,0.09168032053851531,0.0037217490982855844,0.9752339248193237,2.931963227637184,0.8584012242233992,0.23005600604355747,3.3445118111379837,0.0,0.0,49.9764690717919,45.5047248924733,4.471744179318594,1.4657004957850999,0.05276812214103006,5.794874795088803,1.8967302760457825,1.040879002460202,0.47160088138202383,0.1718206634045147,0.20151395089157234,0.012806659086512013,35.59751534237873,6.0008774153149185,8.378076314098244,17.83050048205753,27.474427441472212,1.2570633256358457,1.6975327019134896,0.7314700038166669,42.09534529677624,0.18034507084922857,0.6472954803157108,1.2280526147002613,0.8935348850627096,0.0,60.33341977414059,7.067726946811015,20.828435727900903,29.25328008417097,14.120050939311994,2.1687107721263286,56.00747473291124,0.7245272601395564,1.3288286526997284,58.64545454545455,0.8150780360770398,0.0845954880233551,39.57044013891331,197.5855425614318,102.26825209558177,3.9889173349798197,1.3271217326437688,0.5026510621418482,1.03597652871177,0.8786868746584033,46.107799267045216,41.681973006075175,90.73636363636365,2.691998126908014,0.0,0.0,0.13566123975973945,1.3021751878366112,0.4172021610391946,26.536363636363635,1.301818181818182,0.41727272727272724,0.07818181818181819,0.30272727272727273,0.6565682339869632,0.019766172890611992,0.0237360021879522,0.0636715159545461,0.12227176292016657,0.10408801483179908,0.0818181818181818,0.013389476839572879,0.011807052037328373,2.1727272727272727e7
Brest,2.0116645354267435,1.2634360491316905,1.090946285352825,0.7446695242791118,0.17604872579480643,0.6014257670068118,1.410256930440619,37.800000000000004,0.8088311634338069,14.38061847364222,4.46763538209995,31.981818181818184,5.4916251514072245,6.667381105482274,2.2216122167527264,1.3561995256370258,0.39145656200759743,0.017232865513983404,0.9647429636294285,1.9844290522246588,3.9960935876514014,2.2245369159075126,0.013543829687398869,1.3207560008416097,1.321818181818182,0.9963995511896379,0.09087584578054392,0.054813537319806226,0.08316963131325884,0.06520428716195671,0.030293148076406082,0.12869234224006412,0.1281818181818182,0.08110141571275759,0.0,0.00846686945341654,0.02711833892591545,0.012005718147974576,0.0,0.15380586860906634,0.003046097610505652,0.0,1.1708788954258882,1.0066606005335,0.0715308272072739,0.8069152525365194,1.2634360491316905,0.00846686945341654,0.007995462549734276,0.006336398134531258,7.429467842474816,2.0188523790904895,1.3288565478445393,50.56363636363637,33.247965179417484,41.79204741670976,78.76363636363637,702.7966608069542,251.45913154860625,12.238571746821096,14.099108504190172,87.89999999999999,13.986765656814981,16.325842607678865,84.66363636363634,6.372224839158335,9.767260962266798,65.49090909090908,0.037725541142847374,0.04293212480204394,-0.005206583659196567,0.573106108272417,2.5813871129749675,0.5292626970206515,0.18402311519780862,2.6560197084545947,0.0,0.0,41.79204741670976,37.42460276585137,4.367444650858383,1.3018951771744725,0.027725444175845663,5.558416140882879,1.5001600402547874,0.8069152525365194,0.15113905884591783,0.05080121672049924,0.0649126658095268,0.012846857773447686,27.205697122347047,5.184197399558202,9.402152894804503,7.726530088796949,28.22043389979837,1.6386100439051126,2.0277058556698404,0.6095988678322187,33.247965179417484,0.09203562045578435,0.8087691836453562,1.2813489574260688,0.8686796648804743,0.0,52.196780163705505,6.540387172542526,20.509265896907777,25.088209562922554,9.830798218583267,1.4107757292475183,47.96051305127321,0.53215355540991,0.9856770522391239,41.06363636363637,0.5867064943824709,0.0626773557211226,30.693734247958968,163.02790991275813,90.30536043575994,2.9622286597772858,0.9295855597094985,0.2218494585572165,0.9278501235524708,0.760314891735894,35.358996383434864,31.284789534479714,90.63636363636364,1.7179944160701248,0.0,0.0,0.07836951721293119,0.7729835542046217,0.23727019761265683,25.39090909090909,0.7736363636363636,0.23636363636363636,0.060909090909090906,0.1809090909090909,0.6003345354676581,0.007077697389116074,0.007077697389116074,0.002822289817805513,0.07988567282472198,0.07413940095088181,0.07545454545454545,-0.0015161556117907822,-0.002847581127066686,5.136363636363637e6
M'Gladbach,1.6265872747187786,1.0381037410573357,0.7316067926637491,0.7039875574602701,0.19099292459475964,0.6268931752878518,1.425322109939827,39.63636363636363,0.7984289346519753,13.970263522481195,4.4508950687186175,29.627272727272725,3.9023741813911843,6.494116776186774,3.573772564903237,1.3923624214218513,0.2877285496260517,0.006841236140599197,1.1046338717958,1.537080735287057,3.1636680100058356,1.549984932201891,0.016698931866881782,2.281029796064916,2.2809090909090908,1.7153505442260746,0.2042684574026774,0.06238977696211261,0.1013292961609732,0.14841475319873337,0.0492769681143443,0.22593929238295682,0.22454545454545452,0.18730115806631273,0.0,0.003937352349286902,0.02339804001998398,0.01130274194737315,0.0,0.19050578124195913,0.003367003367003367,0.0,1.153294319101043,1.6184210124422476,0.215075487483005,0.5830757613995174,1.0381037410573357,0.01130274194737315,0.004050405040504051,0.0027548209366391185,7.793952635589471,1.515378353282314,1.540854726930759,42.98181818181818,40.01676074391295,48.83359185159794,80.99999999999999,774.9633704830193,254.53956342399067,16.1613153839202,18.24009073441972,88.80909090909091,17.17300345543249,19.573651587537437,85.85454545454546,5.945264638454936,9.215205296295121,66.62727272727274,0.11065452062247258,0.11795683163328671,-0.007302311010814138,1.065676850323579,2.5219953436364375,0.8007736566659441,0.14938659425386044,3.5640463202712223,0.0,0.0,48.83359185159794,44.41652400864792,4.417067842950029,1.5020119954736182,0.13018688459504657,8.473645437409713,1.1345219911260347,0.5830757613995174,0.4048153532791929,0.13877858456689388,0.18614080977488207,0.019622154827825037,35.50799873425671,5.718868635584275,7.606724481756965,10.485444369525961,33.475883276991375,1.4733956283244822,1.5423645696077315,0.7703861959004447,40.01676074391295,0.16887156510722587,0.5659076075169182,1.5023338215957076,1.084362012756374,0.0,60.61437930852873,6.362812315596677,20.721422498045282,30.70181830533529,12.812319573400158,2.399011950923612,56.37761024300506,0.8062930163656048,1.5689272143785011,45.199999999999996,0.8734306104751316,0.06968655122169906,39.51941152961496,185.83445564921894,102.34355618882168,3.8464155377390385,0.992359419018475,0.410133436906448,1.3459548974019226,1.2437878480897808,46.71311347158281,40.800498215614795,87.83636363636366,3.652358544154127,0.0,0.0,0.19111562998049952,1.4774450966094066,0.5476371431053342,31.236363636363638,1.478181818181818,0.5481818181818181,0.09272727272727276,0.31727272727272726,0.6528609215258478,0.019958517590889523,0.030003721006258685,0.04092474908628527,0.18438252773579905,0.16168210852260703,0.09363636363636361,0.006733102244700498,0.009475003867003009,1.3590909090909092e7
Atlético Madrid,1.4787082175021005,0.8635822789575308,0.6490282726607686,0.6568922791089479,0.1727876657323841,0.6049136900872529,1.4269819933758336,37.990909090909085,0.8220683032885808,12.43339754923926,3.882726852748677,28.972727272727276,4.00098599657541,5.535845378409068,2.89656617425478,1.1118771373310097,0.2732113025751623,0.00400676698424005,0.8386658347558474,1.1661813914340693,2.64488960893617,1.6082385510640818,0.01892403852758982,1.6781445432118067,1.679090909090909,1.2127837068739071,0.20003225797565405,0.09875348437228575,0.07223155731057673,0.0538772897585073,0.04046624692087602,0.19825270804694728,0.1981818181818182,0.14618773093489587,0.016473984225795633,0.0063351282863477985,0.01604139483979853,0.004458756502353232,0.008755713257756205,0.2791009082066538,0.017490153183131563,0.008694812095449716,1.1956131593111108,1.352796875326117,0.18843567491438576,0.9591535473082715,0.8635822789575308,0.008917513004706465,0.007802368346169408,0.007740238050526804,7.764082998391283,1.2840288357456027,1.2084891402864981,50.881818181818176,37.00787709676518,45.76903293398723,79.28181818181818,719.2779296139796,233.44454655928337,15.685011997694545,17.623969294825642,89.39090909090909,14.759872651031792,16.876886682850746,86.37272727272726,5.690095034327874,9.449320023685315,61.70909090909092,0.08406857411454559,0.08151922611464865,0.0025493479998969395,0.8020432370055443,2.82130148244164,0.7362639211975661,0.1457034685680726,2.965057826181649,0.0,0.0,45.76903293398723,41.76768003197561,4.001352902011623,1.3472814435066285,0.06276326499138946,6.371277207884012,1.7079878689297052,0.9591535473082715,0.4471093764543234,0.14433071742700013,0.20650284344974856,0.007607455306200077,30.961159808161586,5.7306108106812745,9.07726231514437,10.330554395434843,30.774395227231537,1.6451495995210457,1.3119171298910606,0.6772527889060592,37.00787709676518,0.20543087866921186,0.8265709937194115,1.3772716971190173,1.0159747703919084,0.0,55.217479302068064,5.312028774206795,17.73303992469989,27.02522932402576,13.667890906839235,2.3770344558848246,51.38971592646621,0.7167804570885733,1.258905087541252,64.86363636363637,0.7740974541599794,0.06550003053459116,36.26619467406715,173.9732059023382,94.18822619722613,3.7450786856938265,1.0509702591388561,0.36480793788373234,1.0842373558562841,0.9848275780281054,42.68779087155258,36.875588394641916,87.63636363636364,2.8425163446428123,0.0,0.0,0.1527531046031543,1.0511096496907417,0.3503996972236933,27.309090909090912,1.0509090909090908,0.35090909090909084,0.08727272727272727,0.32181818181818184,0.7432305095366517,0.015252641291054263,0.019711397793407495,0.012085077147880364,0.12324223916547802,0.10868162864554008,0.08363636363636363,0.029510865437676267,0.02881883466655997,3.210909090909091e7
Strasbourg,1.8279235606539814,1.1277226288752937,0.8464374487257037,0.6591209284322209,0.3223651834960574,0.6391376868924705,1.5133436158279538,38.154545454545456,0.8742059289354835,14.278530585628983,4.2429283516713046,27.927272727272733,4.319374166173665,6.148467294724923,3.810689124730399,1.4178796137633298,0.2797609405430563,0.0,1.1381186732202737,1.5336370364416743,3.3615605970956555,1.6115697108498879,0.01219198229326498,1.6744112941851492,1.673636363636364,1.2484912396457364,0.13154098989933868,0.06474534003475566,0.08808022437510789,0.09971348633949494,0.04184001389071602,0.18780000179296713,0.18727272727272729,0.13939912198906304,0.012497641223394258,0.00342478785341908,0.022506994438467962,0.009971456288622798,0.0,0.14746752414727987,0.009450086119733418,0.003037052034824863,1.3034681754021393,1.0854688449790866,0.13225451157059168,1.216227540194681,1.1277226288752937,0.012959702520112274,0.009344215253429974,0.0029882462314894747,7.5431516148472575,1.7652244236429573,1.4699134455624003,56.054545454545455,34.839481544119025,43.89371118855128,79.03636363636363,700.2354635794912,241.58416845170538,13.290748261517525,15.239329027212172,88.4090909090909,15.187554152361992,17.6163007910338,85.93636363636364,5.638974907125043,9.307946397141501,60.67272727272727,0.10819579079918061,0.09307828702903356,0.015117503770147032,0.7931611210618409,2.618309414384701,0.8317556465436915,0.242768397848141,3.2251292055718137,0.0,0.0,43.89371118855128,39.89279532216866,4.000915866382618,0.9922358701583428,0.0841025400446606,6.0653985215782855,1.4763023550476477,1.216227540194681,0.323881915084256,0.05203059823907004,0.21468664383862948,0.016937034767753212,29.00919935860438,5.627715707910636,9.256796122036265,7.879210933658737,30.57177956778315,1.6939288481358319,1.7878904119862093,0.6201158168373596,34.839481544119025,0.14063955572798142,0.6808649534731297,1.420990956766209,0.9941182563914766,0.0,54.31698565172092,5.433727022703284,16.939663243927832,26.8991009969929,13.844468769407662,2.357494819807076,50.48872268389694,0.7390426973976549,1.2066378903563397,57.15454545454545,0.7799188051126902,0.030011181221592895,33.50303040607085,176.78461439515942,98.10335857236936,3.5833608569030306,1.0016127019901988,0.2615961176719311,1.169445178726035,1.049355818635105,41.31181294230171,35.02454966558961,86.67272727272726,3.253233342482491,0.0,0.0,0.12483883126437623,1.050776952400341,0.34299484603507885,28.418181818181814,1.05,0.3436363636363637,0.07818181818181819,0.23272727272727273,0.5342454175342234,0.01239527042688695,0.019256333891724,0.013520826758643327,0.14220656436607565,0.12744337504908723,0.09727272727272726,-0.01736773310169941,-0.014999814211597962,7.954545454545454e6
Hellas Verona,1.4981616264952373,0.9515440983636093,0.7397438374020275,0.5875472847324289,0.1708705043607809,0.5085721401528231,1.203509516783154,37.699999999999996,0.6949373766303312,13.409896850588076,4.258350023382846,28.927272727272722,4.871967867561783,5.844372148686756,2.693556834339536,1.5434188322593947,0.3239458066861753,0.00678707439387655,1.2194730255732196,1.3822274019208698,2.8803890284161073,2.3437247498159146,0.02482677990118937,1.6647548112585868,1.6645454545454548,1.2499797465533773,0.16125001125058863,0.07250032929772701,0.07277044964991071,0.06306643699877743,0.04518783750820558,0.22368272957570648,0.22272727272727275,0.1916093757830877,0.006165794774776154,0.009662298271279651,0.009664769997206772,0.006580490749356185,0.0,0.26178985614750244,0.012743119119332302,0.012743119119332302,1.4472737781462681,1.1282638362343365,0.19641217212256754,0.9119790119139808,0.9515440983636093,0.009567645981856434,0.01679775008763732,0.003393537196938275,8.916069732800953,2.076535480916394,2.2207785074947073,42.4,33.315633803234974,42.79711507537244,76.81818181818181,651.0160335786919,233.758064389182,13.476894486625405,15.747166560402452,86.66363636363637,13.842272288602754,16.328032600650673,84.02727272727272,5.19511946363682,8.857694929453077,61.309090909090905,0.09401934744117436,0.07694119103222406,0.0170781564089503,0.7842427844106024,2.5551522506199014,0.7835953814070763,0.16572196868401443,3.1326840476001907,0.0,0.0,42.79711507537244,38.726576893865676,4.070538181506755,1.2961388681946824,0.05618461775011108,6.9113506692571836,0.9950243410739691,0.9119790119139808,0.5258359824978777,0.238814497511779,0.13015691106794527,0.018040816151012298,27.266937948353014,5.9746544154254755,9.555522711593953,12.239130130792494,24.633688208350215,2.5200792306360196,1.3322012341581475,0.5452187637517872,33.315633803234974,0.22427175924537462,0.8711248162000793,1.3746091522625485,1.0921881275701788,0.0,53.89966735901308,6.04836085676422,17.97322514121193,26.02506804565587,13.091239287328072,2.137082604237567,49.90617750063634,0.6196783804658256,1.20556982213012,59.790909090909096,0.6699418056418817,0.09464878642684202,32.283642211806125,171.5532127826387,88.13310280541042,3.3101115449997027,1.1337666146074696,0.3437884400085021,1.1399161845862869,1.0801392401037342,37.68182651207009,32.27171717190904,88.36363636363637,2.8486678669231473,0.0,0.0,0.15564400042207083,0.9773683763681048,0.33834364406713135,24.05454545454545,0.9772727272727274,0.3372727272727273,0.08545454545454546,0.2509090909090909,0.5892721503480738,0.019960324451014484,0.023044311703867174,0.05549479924907581,0.11692636523137301,0.09919021656757997,0.08272727272727275,0.03871763519069786,0.036493459403476404,8.036363636363637e6
Leicester City,1.745977385617162,1.0160149941970382,0.8642676091692573,0.6845206107045626,0.19718916574334225,0.6182695103466513,1.5480624382256316,34.36363636363637,0.9297929278789805,13.953927058222336,3.993041944670441,26.427272727272722,4.908818214875762,6.170912358762608,2.874196484583966,1.5394276072688025,0.4027465156328595,0.011242863243914426,1.1366810916359429,1.1939903691784113,2.9399677547955734,2.0547564387064425,0.03797734056054314,1.6109973020159587,1.6109090909090908,1.186260953660969,0.09268390308396159,0.09814685505956411,0.09154700453319409,0.08680358379878958,0.05555500187948041,0.22414124717725034,0.22454545454545452,0.16378812406896895,0.007214144401788994,0.012388001644364129,0.023812670268781443,0.010501236824503992,0.006437069968842812,0.12105271914887118,0.0,0.0,1.0063802203383885,1.092328792740788,0.15436233733013774,0.8935782279269482,1.0160149941970382,0.0033272949092387886,0.02910591466451941,0.0045303533675626695,7.739233866333612,1.5054813758428125,1.4570639459057992,42.981818181818184,38.575000069453765,47.602999252143924,79.39999999999999,729.9587980056884,235.22536895336427,15.819232471886458,17.910341558928398,88.12727272727274,17.515992602422273,19.917856347795464,86.24545454545455,4.649956658110439,8.12910388717744,56.627272727272725,0.10300040325068083,0.07864082091320652,0.024359582337474314,0.7234003672315006,2.4885152155109838,0.6529751752648357,0.11041366974319643,2.894154429990226,0.0,0.0,47.602999252143924,43.26285969294644,4.340139559197482,1.1198452380036552,0.07506456424948443,7.217189737895529,1.1281438891893354,0.8935782279269482,0.4540235928652479,0.2455556639729875,0.1204656074333034,0.01620143484692441,33.89805292142568,5.523504188675239,8.181442142043013,12.613210423781275,29.655643002111614,1.9151776457982523,1.8082249495101357,0.51568618538416,38.575000069453765,0.13125298654435893,0.7762837145717996,1.473852455414297,1.0792628311675008,0.0,58.354682355921454,6.98070368252099,21.337304370403952,27.466306016722594,12.81149255562819,1.9728480944043254,54.11232730924567,0.6348151835810927,1.1774886403320393,63.65454545454545,0.7012527216928423,0.033906936260532344,36.600115871203705,173.27247234669682,93.53932649493582,3.5781972128133077,1.1459157188039404,0.3624112895358392,1.0378195607603542,0.9018067748427551,44.13078811468078,38.35439122560819,86.37272727272726,2.6884940453708586,0.0,0.0,0.16091714249385472,1.1566125765115194,0.4137262150170031,27.354545454545452,1.1563636363636365,0.4145454545454545,0.08363636363636363,0.28545454545454546,0.7275945007425907,0.006219550119208044,0.006219550119208044,0.047141683312654455,0.1297381686502269,0.12507350606082085,0.08454545454545456,0.031178973843627823,0.029624086313825813,2.7636363636363637e7
Fiorentina,1.5025896377621506,0.8958373255816184,0.711367696555127,0.5870687695736767,0.20415317163334698,0.5909196348666883,1.4161936790815401,36.954545454545446,0.8252740442148521,12.290299938384083,3.876765616258233,31.809090909090912,3.695244660734041,5.609855223512995,2.9852000541370427,1.164907567630874,0.2671962786791643,0.003649339064147271,0.8977112889517098,1.341661273829725,2.844250911591876,0.9393575638581296,0.03251839384979378,2.0487698671802934,2.0490909090909093,1.4918406012994554,0.2044736526582714,0.05022977161603436,0.10179541673296345,0.1297142252032599,0.07071619967030864,0.19917615912567357,0.1990909090909091,0.12805514852402847,0.010643570146648977,0.0037274798094843655,0.014420139841345835,0.03524784840770523,0.007081972396460684,0.22566455296265434,0.018125571081247252,0.013404383440267342,1.1521350796069807,1.5278402932547672,0.06080043347509667,1.2723734293788678,0.8958373255816184,0.026083897004445546,0.00936689195151148,0.007802963176918206,7.196559939243082,1.21790909655167,1.1783825465167606,40.79090909090909,45.59871043367772,54.001254785445504,83.41818181818182,981.0742324451938,301.2165776050549,14.740746889913163,16.4679089233006,89.64545454545454,21.6780643520663,24.133183993162664,88.59090909090911,8.6382659387236,11.880856542265036,73.1,0.06539139123114053,0.08587304540157183,-0.020481654170431293,0.9269321185496984,3.0095361880029596,0.891190092081425,0.2418764057621254,3.3889054635512563,0.0,0.0,54.001254785445504,48.897634793197,5.103619992248491,1.751614403884087,0.05792277724299976,6.597540639456992,2.0374997303965814,1.2723734293788678,0.47606395829339065,0.06739179179978287,0.30611541086434974,0.007784793702966872,38.02099534056709,6.888709527221756,9.091549917656645,21.375706332467452,27.247058136361883,1.4686943966363868,2.358698671224632,0.5982463836441345,45.59871043367772,0.14470083149378213,0.6732659122521523,1.3817434873732932,1.09902299885708,0.0,62.810929574267156,6.757412751690517,22.678294671973813,29.90457876121627,14.78377355345295,2.0819668183265385,57.86325872101829,0.6926360738450474,1.227852809810332,52.345454545454544,0.7573828216069244,0.08004520335366948,42.51638755817684,232.16162801570533,122.93280104457135,4.223135839702471,1.4830187814169675,0.4339821266739698,0.9110499030961642,0.8500684215702532,47.97491819587438,44.01697451438074,91.67272727272727,2.442083853387834,0.0,0.0,0.09255375417948906,0.9191956271831571,0.2781915514072572,26.745454545454546,0.92,0.2781818181818182,0.08636363636363638,0.26999999999999996,0.6860144197855865,0.013008785517501988,0.01560371675182428,0.05327665303367251,0.10305730597794027,0.09078258669022818,0.09363636363636364,-0.010503551798451196,-0.011237618028241097,1.1e7
Burnley,1.4970397304067582,0.8791178089783634,0.757910221613254,0.594424008402781,0.14470550039072314,0.5673306944055515,1.3428949080872605,38.82727272727273,0.775564213681709,10.837964552790213,3.0858141092442337,36.13636363636363,4.385729144303597,4.736869402350948,1.7153660061356684,1.9373055103828365,0.7002343655738207,0.022517643655805955,1.2370711448090157,1.818020441059045,3.3150601714658037,2.8453591185899136,0.03095228161482447,1.274986201657789,1.2754545454545456,0.847561119827203,0.21802991074667688,0.035012680121228455,0.06404122831088972,0.08380865118518707,0.026532611466604003,0.09149796949944444,0.09090909090909091,0.06016069901491162,0.020955281205940687,0.002768804799261652,0.004617278883644571,0.002995905595685896,0.0,0.16211921933828216,0.009516571208086596,0.0,0.9549494819365703,0.8702388118533594,0.04613191352408212,1.085227890370997,0.8791178089783634,0.0,0.008476825416623127,0.00708325602310722,9.659519071640739,2.119013983789411,1.2613296056759786,52.154545454545456,26.30609203438369,37.74377428463865,69.5,574.8626342299635,241.98555576312657,10.130219371318177,11.935670448944325,84.43636363636364,10.082604593916779,12.91071280431707,79.51818181818182,5.651469127524912,11.506312540390466,51.26363636363636,0.049998623565220085,0.06167825908752629,-0.01167963552230619,0.6318190110000306,2.414032310306975,0.6700471975918822,0.22882500406859424,2.5981874320212412,0.0,0.0,37.74377428463865,32.508052027483494,5.235722257155157,1.099474676214013,0.066296636604991,5.356860972421766,1.5377349454135567,1.085227890370997,0.4500463476909268,0.3715773799363774,0.029436958443489817,0.011883947489966058,18.535453729634828,5.455265793852474,13.753054761151354,9.813906817832523,20.576542033376608,2.479990987292542,2.7484048870005777,0.45317210976405115,26.30609203438369,0.23774250355855492,0.8909091694563354,1.1163002129748008,1.0394452951093531,0.0,48.0405688819438,6.81887306660685,17.627670060636408,22.434723887052268,10.245720198839985,1.0587143748651568,42.94687796679548,0.5449634357538135,0.9625345980920169,63.56363636363637,0.6057748501374367,0.033438229789289516,24.11830351729345,124.96022121996202,59.78153844778752,2.2219703578734853,0.8344625703273985,0.12670139482611575,0.530562748760061,0.5302194347912835,25.572233150608994,23.17717856386984,91.49090909090908,0.856124998028161,0.0,0.0,0.0456697279859011,0.6119266938946822,0.15957111604595492,22.681818181818183,0.6127272727272728,0.1581818181818182,0.07454545454545455,0.2990909090909091,0.6434957095058293,0.0,0.0,0.02160861885178517,0.042166726400246976,0.042166726400246976,0.061818181818181814,0.003503001585654123,0.003503001585654123,8.018181818181818e6
